origin,destination,origin_city,origin_flag,destination_city,destination_flag,airline,airline_emoji,flight_number,aircraft,duration
EBOS,HLLM,Oostende,flag_be,Tripoli,flag_ly,EgyptAir,EgyptAir,MS5566,EgyptAir Airbus A330-300,2:50
HLLM,EBOS,Tripoli,flag_ly,Oostende,flag_be,EgyptAir,EgyptAir,MS5567,EgyptAir Airbus A330-300,2:50
HECA,EDDK,Cairo,flag_eg,Cologne,flag_de,EgyptAir,EgyptAir,MS560,EgyptAir Airbus A330-300,4:00
EDDK,HECA,Cologne,flag_de,Cairo,flag_eg,EgyptAir,EgyptAir,MS561,EgyptAir Airbus A330-300,4:00
HECA,HELX,Cairo,flag_eg,Luxor,flag_eg,EgyptAir,EgyptAir,MS60,EgyptAir Boeing 737-800,0:50
HELX,HECA,Luxor,flag_eg,Cairo,flag_eg,EgyptAir,EgyptAir,MS61,EgyptAir Boeing 737-800,0:50
HECA,OKKK,Cairo,flag_eg,Kuwait City,flag_kw,EgyptAir,EgyptAir,MS610,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",2:10
OKKK,HECA,Kuwait City,flag_kw,Cairo,flag_eg,EgyptAir,EgyptAir,MS611,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",2:10
HECA,ORBI,Cairo,flag_eg,Baghdad,flag_iq,EgyptAir,EgyptAir,MS627,EgyptAir Boeing 737-800,1:40
ORBI,HECA,Baghdad,flag_iq,Cairo,flag_eg,EgyptAir,EgyptAir,MS628,EgyptAir Boeing 737-800,1:40
HECA,OEGS,Cairo,flag_eg,Qassim,flag_sa,EgyptAir,EgyptAir,MS633,EgyptAir Boeing 737-800,1:35
OEGS,HECA,Qassim,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS634,EgyptAir Boeing 737-800,1:35
HECA,ORER,Cairo,flag_eg,Erbil,flag_iq,EgyptAir,EgyptAir,MS635,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",2:00
ORER,HECA,Erbil,flag_iq,Cairo,flag_eg,EgyptAir,EgyptAir,MS636,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",2:00
HECA,OEMA,Cairo,flag_eg,Medina,flag_sa,EgyptAir,EgyptAir,MS639,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",1:25
OEMA,HECA,Medina,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS640,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",1:25
HECA,OEJN,Cairo,flag_eg,Jeddah,flag_sa,EgyptAir,EgyptAir,MS643,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",1:40
OEJN,HECA,Jeddah,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS644,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",1:40
HECA,OERK,Cairo,flag_eg,Riyadh,flag_sa,EgyptAir,EgyptAir,MS647,EgyptAir Boeing 737-800,2:10
OERK,HECA,Riyadh,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS648,EgyptAir Boeing 737-800,2:10
HEBA,OERK,Alexandria Borg El Arab,flag_eg,Riyadh,flag_sa,EgyptAir,EgyptAir,MS653,EgyptAir Boeing 737-800,2:25
OERK,HEBA,Riyadh,flag_sa,Alexandria Borg El Arab,flag_eg,EgyptAir,EgyptAir,MS654,EgyptAir Boeing 737-800,2:25
HEBA,OEJN,Alexandria Borg El Arab,flag_eg,Jeddah,flag_sa,EgyptAir,EgyptAir,MS655,EgyptAir Boeing 737-800,1:55
OEJN,HEBA,Jeddah,flag_sa,Alexandria Borg El Arab,flag_eg,EgyptAir,EgyptAir,MS656,EgyptAir Boeing 737-800,1:55
HEBA,OEMA,Alexandria Borg El Arab,flag_eg,Medina,flag_sa,EgyptAir,EgyptAir,MS679,EgyptAir Boeing 737-800,1:40
OEMA,HEBA,Medina,flag_sa,Alexandria Borg El Arab,flag_eg,EgyptAir,EgyptAir,MS680,EgyptAir Boeing 737-800,1:40
HECA,OEDF,Cairo,flag_eg,Dammam,flag_sa,EgyptAir,EgyptAir,MS681,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",2:15
OEDF,HECA,Dammam,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS682,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",2:15
HEBA,OEDF,Alexandria Borg El Arab,flag_eg,Dammam,flag_sa,EgyptAir,EgyptAir,MS685,EgyptAir Boeing 737-800,2:35
OEDF,HEBA,Dammam,flag_sa,Alexandria Borg El Arab,flag_eg,EgyptAir,EgyptAir,MS686,EgyptAir Boeing 737-800,2:35
HECA,OJAI,Cairo,flag_eg,Amman,flag_jo,EgyptAir,EgyptAir,MS701,EgyptAir Boeing 737-800,0:55
OJAI,HECA,Amman,flag_jo,Cairo,flag_eg,EgyptAir,EgyptAir,MS702,EgyptAir Boeing 737-800,0:55
HECA,OLBA,Cairo,flag_eg,Beirut,flag_lb,EgyptAir,EgyptAir,MS709,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",1:00
OLBA,HECA,Beirut,flag_lb,Cairo,flag_eg,EgyptAir,EgyptAir,MS710,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",1:00
HECA,EBBR,Cairo,flag_eg,Brussels,flag_be,EgyptAir,EgyptAir,MS725,EgyptAir Boeing 737-800,4:20
EBBR,HECA,Brussels,flag_be,Cairo,flag_eg,EgyptAir,EgyptAir,MS726,EgyptAir Boeing 737-800,4:20
HECA,UUDD,Cairo,flag_eg,Moscow Domodedovo,flag_ru,EgyptAir,EgyptAir,MS727,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",5:15
UUDD,HECA,Moscow Domodedovo,flag_ru,Cairo,flag_eg,EgyptAir,EgyptAir,MS728,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",5:15
HECA,EDDB,Cairo,flag_eg,Berlin,flag_de,EgyptAir,EgyptAir,MS731,EgyptAir Boeing 737-800,3:45
EDDB,HECA,Berlin,flag_de,Cairo,flag_eg,EgyptAir,EgyptAir,MS732,EgyptAir Boeing 737-800,3:45
HECA,LTFM,Cairo,flag_eg,Istanbul,flag_tr,EgyptAir,EgyptAir,MS735,EgyptAir Boeing 737-800,1:50
LTFM,HECA,Istanbul,flag_tr,Cairo,flag_eg,EgyptAir,EgyptAir,MS736,EgyptAir Boeing 737-800,1:50
HECA,LCLK,Cairo,flag_eg,Larnaca,flag_cy,EgyptAir,EgyptAir,MS741,EgyptAir Boeing 737-800,1:00
LCLK,HECA,Larnaca,flag_cy,Cairo,flag_eg,EgyptAir,EgyptAir,MS742,EgyptAir Boeing 737-800,1:00
HECA,LGAV,Cairo,flag_eg,Athens,flag_gr,EgyptAir,EgyptAir,MS747,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",1:40
LGAV,HECA,Athens,flag_gr,Cairo,flag_eg,EgyptAir,EgyptAir,MS748,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",1:40
HECA,LHBP,Cairo,flag_eg,Budapest,flag_hu,EgyptAir,EgyptAir,MS751,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",3:05
LHBP,HECA,Budapest,flag_hu,Cairo,flag_eg,EgyptAir,EgyptAir,MS752,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",3:05
HECA,LEMD,Cairo,flag_eg,Madrid,flag_es,EgyptAir,EgyptAir,MS753,Generic Boeing 787-9,4:40
LEMD,HECA,Madrid,flag_es,Cairo,flag_eg,EgyptAir,EgyptAir,MS754,"EgyptAir Boeing 737-800, Generic Boeing 787-9",4:40
HECA,EHAM,Cairo,flag_eg,Amsterdam,flag_nl,EgyptAir,EgyptAir,MS757,Generic Boeing 787-9,4:15
EHAM,HECA,Amsterdam,flag_nl,Cairo,flag_eg,EgyptAir,EgyptAir,MS758,Generic Boeing 787-9,4:15
HECA,EKCH,Cairo,flag_eg,Copenhagen,flag_dk,EgyptAir,EgyptAir,MS759,EgyptAir Boeing 737-800,4:20
EKCH,HECA,Copenhagen,flag_dk,Cairo,flag_eg,EgyptAir,EgyptAir,MS760,EgyptAir Boeing 737-800,4:20
HELX,EGLL,Luxor,flag_eg,London Heathrow,flag_gb,EgyptAir,EgyptAir,MS761,EgyptAir Airbus A330-300,5:30
EGLL,HELX,London Heathrow,flag_gb,Luxor,flag_eg,EgyptAir,EgyptAir,MS762,EgyptAir Airbus A330-300,5:30
HECA,LEBL,Cairo,flag_eg,Barcelona,flag_es,EgyptAir,EgyptAir,MS767,EgyptAir Boeing 737-800,3:55
LEBL,HECA,Barcelona,flag_es,Cairo,flag_eg,EgyptAir,EgyptAir,MS768,EgyptAir Boeing 737-800,3:55
HECA,LSGG,Cairo,flag_eg,Geneva,flag_ch,EgyptAir,EgyptAir,MS771,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",3:45
LSGG,HECA,Geneva,flag_ch,Cairo,flag_eg,EgyptAir,EgyptAir,MS772,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",3:45
HECA,LSZH,Cairo,flag_eg,Zurich,flag_ch,EgyptAir,EgyptAir,MS773,EgyptAir Boeing 737-800,3:50
LSZH,HECA,Zurich,flag_ch,Cairo,flag_eg,EgyptAir,EgyptAir,MS774,EgyptAir Boeing 737-800,3:50
HECA,EIDW,Cairo,flag_eg,Dublin,flag_ie,EgyptAir,EgyptAir,MS775,EgyptAir Boeing 737-800,5:10
EIDW,HECA,Dublin,flag_ie,Cairo,flag_eg,EgyptAir,EgyptAir,MS776,EgyptAir Boeing 737-800,5:10
HECA,EGLL,Cairo,flag_eg,London Heathrow,flag_gb,EgyptAir,EgyptAir,MS777,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",4:05
EGLL,HECA,London Heathrow,flag_gb,Cairo,flag_eg,EgyptAir,EgyptAir,MS778,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",4:05
HECA,EGCC,Cairo,flag_eg,Manchester,flag_gb,EgyptAir,EgyptAir,MS781,EgyptAir Airbus A330-300,4:55
EGCC,HECA,Manchester,flag_gb,Cairo,flag_eg,EgyptAir,EgyptAir,MS782,EgyptAir Airbus A330-300,4:55
HECA,EDDF,Cairo,flag_eg,Frankfurt,flag_de,EgyptAir,EgyptAir,MS785,"EgyptAir Airbus A330-300, EgyptAir Boeing 777-300ER, Generic Boeing 787-9",4:05
EDDF,HECA,Frankfurt,flag_de,Cairo,flag_eg,EgyptAir,EgyptAir,MS786,"EgyptAir Airbus A330-300, EgyptAir Boeing 777-300ER, Generic Boeing 787-9",4:05
HECA,EDDM,Cairo,flag_eg,Munich,flag_de,EgyptAir,EgyptAir,MS787,EgyptAir Airbus A220-300,3:40
EDDM,HECA,Munich,flag_de,Cairo,flag_eg,EgyptAir,EgyptAir,MS788,"EgyptAir Airbus A220-300, EgyptAir Boeing 737-800",3:40
HECA,LKPR,Cairo,flag_eg,Prague,flag_cz,EgyptAir,EgyptAir,MS789,EgyptAir Boeing 737-800,3:35
LKPR,HECA,Prague,flag_cz,Cairo,flag_eg,EgyptAir,EgyptAir,MS790,EgyptAir Boeing 737-800,3:35
HECA,LIRF,Cairo,flag_eg,Rome,flag_it,EgyptAir,EgyptAir,MS791,EgyptAir Boeing 737-800,3:00
LIRF,HECA,Rome,flag_it,Cairo,flag_eg,EgyptAir,EgyptAir,MS792,EgyptAir Boeing 737-800,3:00
HECA,LPPT,Cairo,flag_eg,Lisbon,flag_pt,EgyptAir,EgyptAir,MS795,EgyptAir Boeing 737-800,5:20
LPPT,HECA,Lisbon,flag_pt,Cairo,flag_eg,EgyptAir,EgyptAir,MS796,EgyptAir Boeing 737-800,5:20
HECA,LOWW,Cairo,flag_eg,Vienna,flag_at,EgyptAir,EgyptAir,MS797,EgyptAir Boeing 737-800,3:10
LOWW,HECA,Vienna,flag_at,Cairo,flag_eg,EgyptAir,EgyptAir,MS798,EgyptAir Boeing 737-800,3:10
HECA,LFPG,Cairo,flag_eg,Paris Charles de Gaulle,flag_fr,EgyptAir,EgyptAir,MS799,"EgyptAir Boeing 777-300ER, Generic Boeing 787-9, Generic Airbus A350",4:20
LFPG,HECA,Paris Charles de Gaulle,flag_fr,Cairo,flag_eg,EgyptAir,EgyptAir,MS800,"EgyptAir Boeing 777-300ER, Generic Boeing 787-9, Generic Airbus A350",4:20
HESN,HECA,Aswan,flag_eg,Cairo,flag_eg,EgyptAir,EgyptAir,MS81,EgyptAir Boeing 737-800,1:10
HECA,OETB,Cairo,flag_eg,Tabuk,flag_sa,EgyptAir,EgyptAir,MS811,EgyptAir Boeing 737-800,1:05
OETB,HECA,Tabuk,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS812,EgyptAir Boeing 737-800,1:05
HECA,OETF,Cairo,flag_eg,Taif,flag_sa,EgyptAir,EgyptAir,MS815,EgyptAir Boeing 737-800,1:50
OETF,HECA,Taif,flag_sa,Cairo,flag_eg,EgyptAir,EgyptAir,MS816,EgyptAir Boeing 737-800,1:50
HECA,HESN,Cairo,flag_eg,Aswan,flag_eg,EgyptAir,EgyptAir,MS82,EgyptAir Boeing 737-800,1:10
HECA,HLMS,Cairo,flag_eg,Misrata,flag_ly,EgyptAir,EgyptAir,MS827,EgyptAir Boeing 737-800,2:25
HLMS,HECA,Misrata,flag_ly,Cairo,flag_eg,EgyptAir,EgyptAir,MS828,EgyptAir Boeing 737-800,2:25
HECA,HLLB,Cairo,flag_eg,Benghazi,flag_ly,EgyptAir,EgyptAir,MS829,EgyptAir Boeing 737-800,1:50
HLLB,HECA,Benghazi,flag_ly,Cairo,flag_eg,EgyptAir,EgyptAir,MS830,EgyptAir Boeing 737-800,1:50
HECA,HLLM,Cairo,flag_eg,Tripoli,flag_ly,EgyptAir,EgyptAir,MS831,EgyptAir Boeing 737-800,2:35
HLLM,HECA,Tripoli,flag_ly,Cairo,flag_eg,EgyptAir,EgyptAir,MS832,EgyptAir Boeing 737-800,2:35
HECA,HHAS,Cairo,flag_eg,Asmara,flag_er,EgyptAir,EgyptAir,MS833,EgyptAir Airbus A330-300,2:20
HHAS,HECA,Asmara,flag_er,Cairo,flag_eg,EgyptAir,EgyptAir,MS834,EgyptAir Airbus A330-300,2:20
HECA,HRYR,Cairo,flag_eg,Kigali,flag_rw,EgyptAir,EgyptAir,MS835 A,EgyptAir Boeing 737-800,5:00
HRYR,HUEN,Kigali,flag_rw,Entebbe,flag_ug,EgyptAir,EgyptAir,MS835 B,EgyptAir Boeing 737-800,0:40
HUEN,HECA,Entebbe,flag_ug,Cairo,flag_eg,EgyptAir,EgyptAir,MS835 C,EgyptAir Boeing 737-800,4:40
HECA,HUEN,Cairo,flag_eg,Entebbe,flag_ug,EgyptAir,EgyptAir,MS837,EgyptAir Boeing 737-800,4:40
HUEN,HECA,Entebbe,flag_ug,Cairo,flag_eg,EgyptAir,EgyptAir,MS838,EgyptAir Boeing 737-800,4:40
HECA,FAOR,Cairo,flag_eg,Johannesburg,flag_za,EgyptAir,EgyptAir,MS839,EgyptAir Airbus A330-300,7:55
FAOR,HECA,Johannesburg,flag_za,Cairo,flag_eg,EgyptAir,EgyptAir,MS840,EgyptAir Airbus A330-300,7:55
HECA,HTDA,Cairo,flag_eg,Dar es Salaam,flag_tz,EgyptAir,EgyptAir,MS841,EgyptAir Boeing 737-800,5:20
HECA,FMCH,Cairo,flag_eg,Moroni,flag_km,EgyptAir,EgyptAir,MS841,EgyptAir Boeing 737-800,5:20
HTDA,HECA,Dar es Salaam,flag_tz,Cairo,flag_eg,EgyptAir,EgyptAir,MS842,EgyptAir Boeing 737-800,5:20
HECA,DTTA,Cairo,flag_eg,Tunis,flag_tn,EgyptAir,EgyptAir,MS843,"EgyptAir Boeing 737-800, Generic Airbus A321",2:55
DTTA,HECA,Tunis,flag_tn,Cairo,flag_eg,EgyptAir,EgyptAir,MS844,"EgyptAir Boeing 737-800, Generic Airbus A321",2:55
HECA,DAAG,Cairo,flag_eg,Algiers,flag_dz,EgyptAir,EgyptAir,MS845,"Generic Airbus A321, EgyptAir Boeing 737-800",3:30
DAAG,HECA,Algiers,flag_dz,Cairo,flag_eg,EgyptAir,EgyptAir,MS846,"Generic Airbus A321, EgyptAir Boeing 737-800",3:23
HECA,GMMN,Cairo,flag_eg,Casablanca,flag_ma,EgyptAir,EgyptAir,MS847,"EgyptAir Boeing 737-800, Generic Boeing 787-9",4:50
GMMN,HECA,Casablanca,flag_ma,Cairo,flag_eg,EgyptAir,EgyptAir,MS848,"EgyptAir Boeing 737-800, Generic Boeing 787-9",4:50
HECA,HAAB,Cairo,flag_eg,Addis Ababa,flag_et,EgyptAir,EgyptAir,MS851,EgyptAir Boeing 737-800,3:20
HAAB,HECA,Addis Ababa,flag_et,Cairo,flag_eg,EgyptAir,EgyptAir,MS852,EgyptAir Boeing 737-800,3:20
HECA,HJJJ,Cairo,flag_eg,Juba,flag_ss,EgyptAir,EgyptAir,MS859,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",4:15
HJJJ,HECA,Juba,flag_ss,Cairo,flag_eg,EgyptAir,EgyptAir,MS860,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",4:15
HECA,FZAA,Cairo,flag_eg,Kinshasa,flag_cd,EgyptAir,EgyptAir,MS863,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",5:35
FZAA,HECA,Kinshasa,flag_cd,Cairo,flag_eg,EgyptAir,EgyptAir,MS864,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",5:35
HECA,HSPN,Cairo,flag_eg,Port Sudan,flag_sd,EgyptAir,EgyptAir,MS865,EgyptAir Boeing 737-800,1:45
HSPN,HECA,Port Sudan,flag_sd,Cairo,flag_eg,EgyptAir,EgyptAir,MS866,EgyptAir Boeing 737-800,1:45
HECA,HDAM,Cairo,flag_eg,Djibouti,flag_dj,EgyptAir,EgyptAir,MS873 A,EgyptAir Boeing 737-800,3:05
HDAM,HCMM,Djibouti,flag_dj,Mogadishu,flag_so,EgyptAir,EgyptAir,MS873 B,EgyptAir Boeing 737-800,1:40
HCMM,HDAM,Mogadishu,flag_so,Djibouti,flag_dj,EgyptAir,EgyptAir,MS874 A,EgyptAir Boeing 737-800,1:40
HDAM,HECA,Djibouti,flag_dj,Cairo,flag_eg,EgyptAir,EgyptAir,MS874 B,EgyptAir Boeing 737-800,3:05
HECA,DNAA,Cairo,flag_eg,Abuja,flag_ng,EgyptAir,EgyptAir,MS877,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",4:45
DNAA,HECA,Abuja,flag_ng,Cairo,flag_eg,EgyptAir,EgyptAir,MS878,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",4:45
HECA,DGAA,Cairo,flag_eg,Accra,flag_gh,EgyptAir,EgyptAir,MS881,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",5:50
DGAA,HECA,Accra,flag_gh,Cairo,flag_eg,EgyptAir,EgyptAir,MS882,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",5:50
HECA,FTTJ,Cairo,flag_eg,N Djamena,flag_td,EgyptAir,EgyptAir,MS885,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",3:35
FTTJ,HECA,N Djamena,flag_td,Cairo,flag_eg,EgyptAir,EgyptAir,MS886,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",3:35
HECA,FKKD,Cairo,flag_eg,Douala,flag_cm,EgyptAir,EgyptAir,MS887,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",5:00
FKKD,HECA,Douala,flag_cm,Cairo,flag_eg,EgyptAir,EgyptAir,MS888,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, EgyptAir Boeing 777-300ER",5:00
HECA,OMDB,Cairo,flag_eg,Dubai,flag_ae,EgyptAir,EgyptAir,MS901,"EgyptAir Airbus A330-300, Generic Boeing 787-9, EgyptAir Boeing 737-800",2:45
OMDB,HECA,Dubai,flag_ae,Cairo,flag_eg,EgyptAir,EgyptAir,MS902,"EgyptAir Airbus A330-300, Generic Boeing 787-9, EgyptAir Boeing 737-800",2:45
HECA,OMFJ,Cairo,flag_eg,Fujairah,flag_ae,EgyptAir,EgyptAir,MS903,EgyptAir Boeing 737-800,3:00
OMFJ,HECA,Fujairah,flag_ae,Cairo,flag_eg,EgyptAir,EgyptAir,MS904,EgyptAir Boeing 737-800,3:00
HECA,OMAA,Cairo,flag_eg,Abu Dhabi,flag_ae,EgyptAir,EgyptAir,MS914,EgyptAir Boeing 737-800,3:05
OMAA,HECA,Abu Dhabi,flag_ae,Cairo,flag_eg,EgyptAir,EgyptAir,MS915,EgyptAir Boeing 737-800,3:05
HECA,OBBI,Cairo,flag_eg,Bahrain,flag_bh,EgyptAir,EgyptAir,MS920,EgyptAir Boeing 737-800,2:30
OBBI,HECA,Bahrain,flag_bh,Cairo,flag_eg,EgyptAir,EgyptAir,MS921,EgyptAir Boeing 737-800,2:30
HECA,OOMS,Cairo,flag_eg,Muscat,flag_om,EgyptAir,EgyptAir,MS930,EgyptAir Boeing 737-800,3:30
OOMS,HECA,Muscat,flag_om,Cairo,flag_eg,EgyptAir,EgyptAir,MS931,EgyptAir Boeing 737-800,3:30
HECA,OTHH,Cairo,flag_eg,Doha,flag_qa,EgyptAir,EgyptAir,MS935,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, Generic Boeing 787-9",2:35
OTHH,HECA,Doha,flag_qa,Cairo,flag_eg,EgyptAir,EgyptAir,MS936,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800, Generic Boeing 787-9",2:35
HECA,KORD,Cairo,flag_eg,Chicago O Hare,flag_us,EgyptAir,EgyptAir,MS947,Generic Airbus A350,12:25
KORD,HECA,Chicago O Hare,flag_us,Cairo,flag_eg,EgyptAir,EgyptAir,MS948,Generic Airbus A350,11:10
HECA,ZSPD,Cairo,flag_eg,Shanghai Pudong,flag_cn,EgyptAir,EgyptAir,MS951,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",10:00
ZSPD,HECA,Shanghai Pudong,flag_cn,Cairo,flag_eg,EgyptAir,EgyptAir,MS952,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",10:00
HECA,ZSHC,Cairo,flag_eg,Hangzhou,flag_cn,EgyptAir,EgyptAir,MS953,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",10:15
ZSHC,HECA,Hangzhou,flag_cn,Cairo,flag_eg,EgyptAir,EgyptAir,MS954,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",10:15
HECA,ZBAA,Cairo,flag_eg,Beijing,flag_cn,EgyptAir,EgyptAir,MS955,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",8:55
ZBAA,HECA,Beijing,flag_cn,Cairo,flag_eg,EgyptAir,EgyptAir,MS956,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",8:55
HECA,ZGGG,Cairo,flag_eg,Guangzhou,flag_cn,EgyptAir,EgyptAir,MS958,EgyptAir Boeing 777-300ER,8:35
ZGGG,HECA,Guangzhou,flag_cn,Cairo,flag_eg,EgyptAir,EgyptAir,MS959,EgyptAir Boeing 777-300ER,8:35
HECA,RJAA,Cairo,flag_eg,Tokyo Narita,flag_jp,EgyptAir,EgyptAir,MS964,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:15
RJAA,HECA,Tokyo Narita,flag_jp,Cairo,flag_eg,EgyptAir,EgyptAir,MS965,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:15
HECA,OMSJ,Cairo,flag_eg,Sharjah,flag_ae,EgyptAir,EgyptAir,MS966,"EgyptAir Boeing 737-800, Generic Airbus A320",3:05
OMSJ,HECA,Sharjah,flag_ae,Cairo,flag_eg,EgyptAir,EgyptAir,MS967,"EgyptAir Boeing 737-800, Generic Airbus A320",3:05
HECA,VABB,Cairo,flag_eg,Mumbai,flag_in,EgyptAir,EgyptAir,MS968,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",4:55
VABB,HECA,Mumbai,flag_in,Cairo,flag_eg,EgyptAir,EgyptAir,MS969,"EgyptAir Airbus A330-300, EgyptAir Boeing 737-800",4:55
HECA,VGHS,Cairo,flag_eg,Dhaka,flag_bd,EgyptAir,EgyptAir,MS970,Generic Boeing 787-9,6:30
VGHS,HECA,Dhaka,flag_bd,Cairo,flag_eg,EgyptAir,EgyptAir,MS971,Generic Boeing 787-9,6:30
HECA,VIDP,Cairo,flag_eg,Delhi,flag_in,EgyptAir,EgyptAir,MS973,"EgyptAir Airbus A330-300, Generic Boeing 787-9",5:55
VIDP,HECA,Delhi,flag_in,Cairo,flag_eg,EgyptAir,EgyptAir,MS974,"EgyptAir Airbus A330-300, Generic Boeing 787-9",5:55
HECA,WIII,Cairo,flag_eg,Jakarta,flag_id,EgyptAir,EgyptAir,MS977,Generic Boeing 787-9,9:40
WIII,HECA,Jakarta,flag_id,Cairo,flag_eg,EgyptAir,EgyptAir,MS978,Generic Boeing 787-9,9:40
HECA,KIAD,Cairo,flag_eg,Washington Dulles,flag_us,EgyptAir,EgyptAir,MS981,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:25
KIAD,HECA,Washington Dulles,flag_us,Cairo,flag_eg,EgyptAir,EgyptAir,MS982,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:25
HECA,KLAX,Cairo,flag_eg,Los Angeles,flag_us,EgyptAir,EgyptAir,MS983,Generic Airbus A350,14:50
KLAX,HECA,Los Angeles,flag_us,Cairo,flag_eg,EgyptAir,EgyptAir,MS984,Generic Airbus A350,13:45
HECA,KJFK,Cairo,flag_eg,New York JFK,flag_us,EgyptAir,EgyptAir,MS985,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:20
KJFK,HECA,New York JFK,flag_us,Cairo,flag_eg,EgyptAir,EgyptAir,MS986,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:20
HECA,KEWR,Cairo,flag_eg,Newark,flag_us,EgyptAir,EgyptAir,MS987,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:35
KEWR,HECA,Newark,flag_us,Cairo,flag_eg,EgyptAir,EgyptAir,MS988,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:35
HECA,CYYZ,Cairo,flag_eg,Toronto,flag_ca,EgyptAir,EgyptAir,MS995,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:15
CYYZ,HECA,Toronto,flag_ca,Cairo,flag_eg,EgyptAir,EgyptAir,MS996,"Generic Boeing 787-9, EgyptAir Boeing 777-300ER",11:15
RJBB,RJTT,Osaka Kansai,flag_jp,Tokyo Haneda,flag_jp,ANA,ANAtail,NH100,"ANA Boeing 787-8, ANA Airbus A321, ANA Boeing 777-200ER",1:00
KIAH,RJTT,Houston,flag_us,Tokyo Haneda,flag_jp,ANA,ANAtail,NH113,ANA Boeing 787-9,13:00
RJTT,KIAH,Tokyo Haneda,flag_jp,Houston,flag_us,ANA,ANAtail,NH114,ANA Boeing 787-9,13:00
CYVR,RJTT,Vancouver,flag_ca,Tokyo Haneda,flag_jp,ANA,ANAtail,NH115,ANA Boeing 787-9,8:05
RJTT,CYVR,Tokyo Haneda,flag_jp,Vancouver,flag_ca,ANA,ANAtail,NH116,ANA Boeing 787-9,8:05
KSEA,RJTT,Seattle,flag_us,Tokyo Haneda,flag_jp,ANA,ANAtail,NH117,ANA Boeing 787-9,8:20
RJTT,KSEA,Tokyo Haneda,flag_jp,Seattle,flag_us,ANA,ANAtail,NH118,ANA Boeing 787-9,8:20
